station,valid,tmpc,dwpc,relh,sped,p01m,gust_mph
LGA,2016-01-05 22:51,-2.20,-15.60,35.05,6.90,0.00,null
LGA,2016-01-05 23:51,-2.20,-13.90,40.31,5.75,0.00,null
JFK,2016-01-05 23:51,-3.90,-18.30,31.72,4.60,0.00,null
NYC,2016-01-05 23:51,-2.80,-19.40,26.60,0.00,0.00,null
JFK,2016-01-06 00:51,-3.30,-17.20,33.28,4.60,0.00,null
NYC,2016-01-06 00:51,-2.20,-18.90,26.56,0.00,0.00,null
LGA,2016-01-06 00:51,-2.20,-13.90,40.31,0.00,0.00,null
NYC,2016-01-06 01:51,-1.70,-18.90,25.60,3.45,0.00,null
LGA,2016-01-06 01:51,-1.70,-14.40,37.29,0.00,0.00,null
JFK,2016-01-06 01:51,-2.80,-16.70,33.44,0.00,0.00,null
JFK,2016-01-06 02:51,-3.30,-15.60,38.03,3.45,0.00,null
NYC,2016-01-06 02:51,-2.20,-17.80,29.16,3.45,0.00,null
LGA,2016-01-06 02:51,-1.70,-16.70,30.82,3.45,0.00,null
NYC,2016-01-06 03:51,-2.20,-17.80,29.16,0.00,0.00,null
LGA,2016-01-06 03:51,-1.10,-15.00,33.97,5.75,0.00,null
JFK,2016-01-06 03:51,-3.90,-15.60,39.78,0.00,0.00,null
NYC,2016-01-06 04:51,-2.80,-17.20,32.06,3.45,0.00,null
JFK,2016-01-06 04:51,-5.60,-12.20,59.69,0.00,0.00,null
LGA,2016-01-06 04:51,-1.10,-15.60,32.32,0.00,0.00,null
LGA,2016-01-06 05:51,-1.10,-14.40,35.68,5.75,0.00,null
JFK,2016-01-06 05:51,-5.60,-11.70,62.13,0.00,0.00,null
NYC,2016-01-06 05:51,-2.20,-17.20,30.67,3.45,0.00,null
LGA,2016-01-06 06:51,-1.10,-14.40,35.68,4.60,0.00,null
NYC,2016-01-06 06:51,-2.80,-15.60,36.64,0.00,0.00,null
JFK,2016-01-06 06:51,-3.90,-11.10,57.33,0.00,0.00,null
LGA,2016-01-06 07:51,-2.20,-15.00,36.83,0.00,0.00,null
JFK,2016-01-06 07:51,-3.30,-12.20,50.20,5.75,0.00,null
NYC,2016-01-06 07:51,-3.30,-15.00,39.96,0.00,0.00,null
NYC,2016-01-06 08:51,-3.30,-13.90,43.74,3.45,0.00,null
JFK,2016-01-06 08:51,-3.90,-13.30,48.03,5.75,0.00,null
LGA,2016-01-06 08:51,-2.80,-13.90,42.14,0.00,0.00,null
JFK,2016-01-06 09:51,-4.40,-12.80,51.93,0.00,0.00,null
LGA,2016-01-06 09:51,-2.80,-12.20,48.36,0.00,0.00,null
NYC,2016-01-06 09:51,-3.90,-12.80,50.02,0.00,0.00,null
NYC,2016-01-06 10:51,-3.30,-13.30,45.93,3.45,0.00,null
JFK,2016-01-06 10:51,-3.90,-12.80,50.02,4.60,0.00,null
LGA,2016-01-06 10:51,-2.80,-11.70,50.34,3.45,0.00,null
JFK,2016-01-06 11:51,-3.30,-11.70,52.25,8.05,0.00,null
LGA,2016-01-06 11:51,-2.80,-11.70,50.34,4.60,0.00,null
NYC,2016-01-06 11:51,-3.30,-13.30,45.93,0.00,0.00,null
LGA,2016-01-06 12:51,-2.20,-12.20,46.26,4.60,0.00,null
JFK,2016-01-06 12:51,-3.30,-9.40,62.70,6.90,0.00,null
NYC,2016-01-06 12:51,-2.80,-14.40,40.45,0.00,0.00,null
LGA,2016-01-06 13:51,-0.60,-12.80,39.19,9.20,0.00,null
JFK,2016-01-06 13:51,-0.60,-10.00,49.01,10.35,0.00,null
NYC,2016-01-06 13:51,-1.10,-16.10,31.01,3.45,0.00,null
JFK,2016-01-06 14:51,0.60,-11.70,39.25,12.65,0.00,null
NYC,2016-01-06 14:51,-1.10,-16.10,31.01,6.90,0.00,null
LGA,2016-01-06 14:51,0.60,-15.60,28.57,11.50,0.00,null
JFK,2016-01-06 15:51,1.70,-12.80,33.19,10.35,0.00,null
LGA,2016-01-06 15:51,1.10,-13.90,31.69,8.05,0.00,null
NYC,2016-01-06 15:51,0.60,-16.70,26.07,6.90,0.00,null
JFK,2016-01-06 16:51,2.80,-13.90,28.07,8.05,0.00,null
LGA,2016-01-06 16:51,2.80,-15.60,24.40,8.05,0.00,null
NYC,2016-01-06 16:51,2.20,-17.20,22.29,0.00,0.00,null
NYC,2016-01-06 17:51,3.30,-17.20,20.61,0.00,0.00,null
LGA,2016-01-06 17:51,4.40,-16.10,20.92,3.45,0.00,null
JFK,2016-01-06 17:51,3.30,-15.00,24.75,5.75,0.00,null
NYC,2016-01-06 18:51,4.40,-17.80,18.14,4.60,0.00,null
LGA,2016-01-06 18:51,5.60,-16.70,18.30,0.00,0.00,null
JFK,2016-01-06 18:51,3.30,-14.40,26.00,8.05,0.00,null
LGA,2016-01-06 19:51,5.00,-16.70,19.08,10.35,0.00,null
NYC,2016-01-06 19:51,4.40,-18.30,17.39,4.60,0.00,null
JFK,2016-01-06 19:51,3.90,-12.80,28.40,9.20,0.00,null
JFK,2016-01-06 20:51,3.30,-10.00,37.05,10.35,0.00,null
LGA,2016-01-06 20:51,5.00,-15.60,20.91,10.35,0.00,null
NYC,2016-01-06 20:51,3.90,-17.20,19.76,3.45,0.00,null
NYC,2016-01-06 21:51,3.30,-16.10,22.60,3.45,0.00,null
JFK,2016-01-06 21:51,1.70,-8.30,47.42,6.90,0.00,null
LGA,2016-01-06 21:51,3.30,-11.70,32.36,10.35,0.00,null
LGA,2016-01-06 22:51,3.30,-10.00,37.05,6.90,0.00,null
NYC,2016-01-06 22:51,3.30,-14.40,26.00,8.05,0.00,null
JFK,2016-01-06 22:51,1.70,-8.90,45.26,8.05,0.00,null
LGA,2016-01-06 23:51,3.90,-13.90,25.97,9.20,0.00,null
NYC,2016-01-06 23:51,2.80,-15.60,24.40,5.75,0.00,null
JFK,2016-01-06 23:51,2.80,-11.10,35.17,10.35,0.00,null
NYC,2016-01-07 00:51,2.20,-14.40,28.12,6.90,0.00,null
JFK,2016-01-07 00:51,2.20,-10.00,40.05,11.50,0.00,null
LGA,2016-01-07 00:51,3.30,-12.80,29.62,8.05,0.00,null
NYC,2016-01-07 01:51,2.80,-15.60,24.40,9.20,0.00,null
LGA,2016-01-07 01:51,2.80,-13.90,28.07,6.90,0.00,null
JFK,2016-01-07 01:51,1.70,-10.00,41.51,10.35,0.00,null
JFK,2016-01-07 02:51,1.70,-9.40,43.52,8.05,0.00,null
LGA,2016-01-07 02:51,2.80,-12.80,30.69,9.20,0.00,null
NYC,2016-01-07 02:51,2.20,-15.00,26.76,5.75,0.00,null
LGA,2016-01-07 03:51,2.80,-12.80,30.69,5.75,0.00,null
JFK,2016-01-07 03:51,0.60,-7.20,55.89,8.05,0.00,null
NYC,2016-01-07 03:51,1.70,-12.80,33.19,5.75,0.00,null
JFK,2016-01-07 04:51,1.10,-10.00,43.34,11.50,0.00,null
NYC,2016-01-07 04:51,1.10,-14.40,30.42,0.00,0.00,null
LGA,2016-01-07 04:51,1.70,-12.20,34.84,6.90,0.00,null
NYC,2016-01-07 05:51,1.70,-15.60,26.39,6.90,0.00,null
JFK,2016-01-07 05:51,0.60,-10.00,44.92,8.05,0.00,null
LGA,2016-01-07 05:51,1.10,-12.80,34.65,5.75,0.00,null
JFK,2016-01-07 06:51,0.00,-10.60,44.74,4.60,0.00,null
NYC,2016-01-07 06:51,1.10,-15.00,28.96,5.75,0.00,null
LGA,2016-01-07 06:51,1.70,-11.70,36.26,3.45,0.00,null
LGA,2016-01-07 07:51,1.10,-12.20,36.37,5.75,0.00,null
JFK,2016-01-07 07:51,-2.20,-9.40,57.79,9.20,0.00,null
NYC,2016-01-07 07:51,0.60,-15.00,30.02,0.00,0.00,null
LGA,2016-01-07 08:51,0.60,-10.60,42.84,3.45,0.00,null
NYC,2016-01-07 08:51,0.60,-14.40,31.53,0.00,0.00,null
JFK,2016-01-07 08:51,0.00,-10.00,46.92,9.20,0.00,null
NYC,2016-01-07 09:51,0.00,-12.80,37.52,4.60,0.00,null
LGA,2016-01-07 09:51,0.60,-11.10,41.17,4.60,0.00,null
JFK,2016-01-07 09:51,-0.60,-11.10,44.92,4.60,0.00,null
LGA,2016-01-07 10:51,1.10,-9.40,45.43,10.35,0.00,null
NYC,2016-01-07 10:51,0.00,-13.30,36.03,5.75,0.00,null
JFK,2016-01-07 10:51,0.00,-10.60,44.74,0.00,0.00,null
NYC,2016-01-07 11:51,-0.60,-13.90,35.84,3.45,0.00,null
LGA,2016-01-07 11:51,1.10,-11.70,37.86,4.60,0.00,null
JFK,2016-01-07 11:51,-0.60,-10.60,46.74,0.00,0.00,null
JFK,2016-01-07 12:51,-1.70,-10.60,50.66,0.00,0.00,null
NYC,2016-01-07 12:51,0.00,-12.80,37.52,0.00,0.00,null
LGA,2016-01-07 12:51,1.70,-12.20,34.84,0.00,0.00,null
JFK,2016-01-07 13:51,2.20,-8.90,43.67,0.00,0.00,null
LGA,2016-01-07 13:51,3.30,-13.30,28.45,4.60,0.00,null
NYC,2016-01-07 13:51,1.70,-13.90,30.35,3.45,0.00,null
JFK,2016-01-07 14:51,3.90,-10.60,33.87,0.00,0.00,null
LGA,2016-01-07 14:51,4.40,-11.10,31.42,3.45,0.00,null
NYC,2016-01-07 14:51,3.30,-15.00,24.75,0.00,0.00,null
JFK,2016-01-07 15:51,5.60,-12.20,26.47,3.45,0.00,null
LGA,2016-01-07 15:51,6.10,-11.70,26.61,0.00,0.00,null
NYC,2016-01-07 15:51,5.60,-14.40,22.14,3.45,0.00,null
JFK,2016-01-07 16:51,7.20,-13.30,21.69,5.75,0.00,null
NYC,2016-01-07 16:51,5.60,-13.30,24.22,0.00,0.00,null
LGA,2016-01-07 16:51,6.70,-12.20,24.53,0.00,0.00,null
JFK,2016-01-07 17:19,7.00,-12.00,24.42,5.75,0.00,null
LGA,2016-01-07 17:51,7.20,-10.00,28.25,3.45,0.00,null
NYC,2016-01-07 17:51,6.70,-12.20,24.53,3.45,0.00,null
JFK,2016-01-07 17:51,7.20,-11.70,24.68,5.75,0.00,null
NYC,2016-01-07 18:00,7.20,-12.80,22.59,3.45,0.00,null
NYC,2016-01-07 18:33,7.20,-12.20,23.70,3.45,0.00,null
LGA,2016-01-07 18:51,7.80,-9.40,28.42,0.00,0.00,null
JFK,2016-01-07 18:51,6.70,-12.80,23.37,8.05,0.00,null
NYC,2016-01-07 18:51,7.20,-12.20,23.70,0.00,0.00,null
JFK,2016-01-07 19:51,7.20,-11.10,25.89,8.05,0.00,null
NYC,2016-01-07 19:51,7.20,-12.80,22.59,0.00,0.00,null
LGA,2016-01-07 19:51,7.80,-8.90,29.56,0.00,0.00,null
NYC,2016-01-07 20:23,7.80,-9.40,28.42,0.00,0.00,null
LGA,2016-01-07 20:29,8.00,-10.00,26.75,0.00,0.00,null
NYC,2016-01-07 20:44,7.20,-10.60,26.94,0.00,0.00,null
NYC,2016-01-07 20:51,7.80,-10.60,25.85,0.00,0.00,null
JFK,2016-01-07 20:51,6.70,-10.00,29.23,3.45,0.00,null
LGA,2016-01-07 20:51,8.30,-8.90,28.57,3.45,0.00,null
JFK,2016-01-07 21:17,7.00,-11.00,26.45,0.00,0.00,null
LGA,2016-01-07 21:21,8.00,-8.00,31.28,3.45,0.00,null
JFK,2016-01-07 21:51,7.20,-11.10,25.89,0.00,0.00,null
LGA,2016-01-07 21:51,7.80,-7.80,32.20,3.45,0.00,null
NYC,2016-01-07 21:51,7.20,-7.80,33.55,3.45,0.00,null
LGA,2016-01-07 22:51,7.20,-5.60,39.72,0.00,0.00,null
JFK,2016-01-07 22:51,6.10,-8.90,33.21,0.00,0.00,null
NYC,2016-01-07 22:51,7.20,-5.60,39.72,3.45,0.00,null
JFK,2016-01-07 23:48,6.00,-8.00,35.87,3.45,0.00,null
LGA,2016-01-07 23:51,7.80,-3.90,43.34,3.45,0.00,null
JFK,2016-01-07 23:51,5.60,-8.30,36.03,3.45,0.00,null
NYC,2016-01-07 23:51,6.70,-7.80,34.72,4.60,0.00,null
LGA,2016-01-08 00:51,7.20,-5.60,39.72,0.00,0.00,null
JFK,2016-01-08 00:51,6.10,-8.90,33.21,0.00,0.00,null
NYC,2016-01-08 00:51,5.60,-7.20,39.23,0.00,0.00,null
JFK,2016-01-08 01:51,5.60,-8.90,34.38,0.00,0.00,null
NYC,2016-01-08 01:51,5.60,-7.20,39.23,3.45,0.00,null
LGA,2016-01-08 01:51,5.60,-2.80,54.73,5.75,0.00,null
LGA,2016-01-08 02:51,5.00,-6.70,42.51,6.90,0.00,null
NYC,2016-01-08 02:51,5.60,-7.20,39.23,3.45,0.00,null
JFK,2016-01-08 02:51,5.00,-8.30,37.57,6.90,0.00,null
LGA,2016-01-08 03:51,4.40,-8.30,39.17,4.60,0.00,null
JFK,2016-01-08 03:51,3.90,-7.20,44.18,4.60,0.00,null
NYC,2016-01-08 03:51,3.90,-6.70,45.91,3.45,0.00,null
LGA,2016-01-08 04:51,4.40,-8.30,39.17,5.75,0.00,null
JFK,2016-01-08 04:51,2.80,-6.70,49.62,5.75,0.00,null
JFK,2016-01-08 05:51,1.70,-6.10,56.18,5.75,0.00,null
LGA,2016-01-08 05:51,3.30,-5.60,52.09,5.75,0.00,null
JFK,2016-01-08 06:51,1.10,-5.00,63.77,6.90,0.00,null
LGA,2016-01-08 06:51,2.80,-6.10,51.95,8.05,0.00,null
JFK,2016-01-08 07:51,1.10,-5.00,63.77,6.90,0.00,null
LGA,2016-01-08 07:51,2.80,-5.60,53.97,6.90,0.00,null
JFK,2016-01-08 08:51,1.70,-5.00,61.08,4.60,0.00,null
LGA,2016-01-08 08:51,2.20,-6.70,51.78,4.60,0.00,null
JFK,2016-01-08 09:51,1.10,-5.00,63.77,8.05,0.00,null
LGA,2016-01-08 09:51,1.70,-7.80,49.30,8.05,0.00,null
JFK,2016-01-08 10:51,0.60,-6.10,60.81,10.35,0.00,null
LGA,2016-01-08 10:51,1.70,-7.80,49.30,9.20,0.00,null
JFK,2016-01-08 11:51,0.60,-6.10,60.81,8.05,0.00,null
LGA,2016-01-08 11:51,1.70,-6.10,56.18,5.75,0.00,null
LGA,2016-01-08 12:51,1.70,-4.40,63.91,6.90,0.00,null
JFK,2016-01-08 12:51,1.10,-5.00,63.77,8.05,0.00,null
JFK,2016-01-08 13:51,3.30,-2.80,64.29,10.35,0.00,null
LGA,2016-01-08 13:51,2.80,-3.90,61.35,9.20,0.00,null
LGA,2016-01-08 14:29,3.00,-2.00,69.67,11.50,0.00,null
JFK,2016-01-08 14:51,5.00,-1.10,64.68,11.50,0.00,null
LGA,2016-01-08 14:51,3.90,-1.10,69.86,12.65,0.00,null
LGA,2016-01-08 15:24,5.00,-1.00,65.16,12.65,0.00,null
JFK,2016-01-08 15:51,6.70,-0.60,59.64,9.20,0.00,null
LGA,2016-01-08 15:51,5.00,-0.60,67.09,12.65,0.00,null
JFK,2016-01-08 16:19,7.00,-1.00,56.74,9.20,0.00,null
LGA,2016-01-08 16:24,5.00,0.00,70.08,11.50,0.00,null
JFK,2016-01-08 16:51,7.20,0.00,60.20,12.65,0.00,17.25
LGA,2016-01-08 16:51,6.10,0.00,64.93,16.10,0.00,null
JFK,2016-01-08 17:51,7.80,0.00,57.78,9.20,0.00,null
LGA,2016-01-08 17:51,5.60,0.60,70.20,11.50,0.00,null
LGA,2016-01-08 18:31,6.00,1.00,70.28,13.80,0.00,null
LGA,2016-01-08 18:51,5.60,0.60,70.20,16.10,0.00,null
JFK,2016-01-08 18:51,7.80,0.00,57.78,11.50,0.00,null
NYC,2016-01-08 19:28,6.10,-0.60,62.16,10.35,0.00,null
JFK,2016-01-08 19:39,7.00,0.00,61.03,10.35,0.00,null
JFK,2016-01-08 19:51,7.20,0.00,60.20,11.50,0.00,null
LGA,2016-01-08 19:51,6.10,1.10,70.30,11.50,0.00,null
NYC,2016-01-08 19:51,6.10,-0.60,62.16,6.90,0.00,null
JFK,2016-01-08 20:47,7.00,1.00,65.61,6.90,0.00,null
LGA,2016-01-08 20:51,6.70,1.70,70.42,6.90,0.00,null
JFK,2016-01-08 20:51,6.70,0.60,65.07,8.05,0.00,null
NYC,2016-01-08 20:51,6.10,0.60,67.81,5.75,0.00,null
LGA,2016-01-08 21:51,7.80,2.20,67.69,10.35,0.00,21.85
JFK,2016-01-08 21:51,6.10,0.60,67.81,6.90,0.00,null
NYC,2016-01-08 21:51,6.70,0.60,65.07,5.75,0.00,null
NYC,2016-01-08 22:28,6.70,0.60,65.07,8.05,0.00,null
LGA,2016-01-08 22:45,8.00,2.00,65.83,9.20,0.00,null
NYC,2016-01-08 22:48,7.00,1.00,65.61,6.90,0.00,null
NYC,2016-01-08 22:51,6.70,0.60,65.07,5.75,0.00,null
JFK,2016-01-08 22:51,7.20,0.60,62.87,11.50,0.00,null
LGA,2016-01-08 22:51,7.80,1.10,62.56,11.50,0.00,null
NYC,2016-01-08 23:36,6.70,-0.60,59.64,9.20,0.00,null
LGA,2016-01-08 23:51,7.80,0.00,57.78,12.65,0.00,null
JFK,2016-01-08 23:51,6.70,0.00,62.30,9.20,0.00,null
NYC,2016-01-08 23:51,6.70,-0.60,null,null,0.00,null
NYC,2016-01-09 00:51,6.70,-0.60,59.64,6.90,0.00,null
JFK,2016-01-09 00:51,6.70,0.00,62.30,6.90,0.00,null
LGA,2016-01-09 00:51,7.20,0.00,60.20,9.20,0.00,null
JFK,2016-01-09 01:04,7.00,0.00,61.03,6.90,0.00,null
LGA,2016-01-09 01:51,7.20,0.60,62.87,11.50,0.00,null
NYC,2016-01-09 01:51,6.70,-0.60,59.64,5.75,0.00,null
JFK,2016-01-09 01:51,6.70,0.00,62.30,8.05,0.00,null
NYC,2016-01-09 02:10,6.10,0.00,64.93,9.20,0.00,null
NYC,2016-01-09 02:42,5.60,0.60,70.20,10.35,0.00,19.55
JFK,2016-01-09 02:48,7.00,1.00,65.61,11.50,0.00,null
NYC,2016-01-09 02:51,5.60,0.60,70.20,10.35,0.00,20.70
LGA,2016-01-09 02:51,6.10,1.10,70.30,13.80,0.00,null
JFK,2016-01-09 02:51,6.70,0.60,65.07,10.35,0.00,null
JFK,2016-01-09 03:51,6.10,0.60,67.81,8.05,0.00,null
LGA,2016-01-09 03:51,6.10,1.10,70.30,9.20,0.00,null
NYC,2016-01-09 03:51,5.60,0.60,70.20,9.20,0.00,null
NYC,2016-01-09 04:18,5.60,0.60,70.20,10.35,0.00,null
NYC,2016-01-09 04:46,6.00,1.00,70.28,10.35,0.00,null
JFK,2016-01-09 04:51,5.60,1.10,72.78,11.50,0.00,null
LGA,2016-01-09 04:51,5.60,1.10,72.78,16.10,0.00,null
NYC,2016-01-09 04:51,5.00,0.00,70.08,11.50,0.00,20.70
JFK,2016-01-09 05:51,5.60,1.10,72.78,13.80,0.00,null
LGA,2016-01-09 05:51,5.60,1.10,72.78,16.10,0.00,null
NYC,2016-01-09 05:51,5.00,0.00,70.08,9.20,0.00,null
LGA,2016-01-09 06:51,5.60,1.70,75.98,16.10,0.00,null
NYC,2016-01-09 06:51,5.00,0.60,73.19,12.65,0.00,null
JFK,2016-01-09 06:51,5.60,1.10,72.78,9.20,0.00,null
NYC,2016-01-09 07:51,5.00,0.60,73.19,8.05,0.00,null
LGA,2016-01-09 07:51,5.60,1.70,75.98,14.95,0.00,null
JFK,2016-01-09 07:51,5.00,1.10,75.88,10.35,0.00,null
LGA,2016-01-09 08:51,5.60,1.70,75.98,13.80,0.00,null
NYC,2016-01-09 08:51,4.40,0.60,76.32,9.20,0.00,18.40
JFK,2016-01-09 08:51,5.00,1.10,75.88,8.05,0.00,null
NYC,2016-01-09 09:51,5.00,1.10,75.88,6.90,0.00,null
JFK,2016-01-09 09:51,5.60,1.70,75.98,8.05,0.00,null
LGA,2016-01-09 09:51,5.60,1.70,75.98,10.35,0.00,null
JFK,2016-01-09 10:51,5.00,1.70,79.21,9.20,0.00,null
LGA,2016-01-09 10:51,5.00,1.70,79.21,12.65,0.00,null
NYC,2016-01-09 10:51,5.00,1.10,75.88,10.35,0.00,null
LGA,2016-01-09 11:51,5.60,2.20,78.74,9.20,0.00,null
NYC,2016-01-09 11:51,5.00,1.70,79.21,9.20,0.00,null
JFK,2016-01-09 11:51,5.00,1.70,79.21,9.20,0.00,null
NYC,2016-01-09 12:38,5.60,2.20,78.74,8.05,0.00,null
JFK,2016-01-09 12:51,5.00,2.20,82.09,6.90,0.00,null
LGA,2016-01-09 12:51,5.60,2.80,82.17,10.35,0.00,null
NYC,2016-01-09 12:51,5.60,2.20,78.74,8.05,0.00,null
LGA,2016-01-09 13:30,6.00,3.00,81.07,10.35,0.00,null
JFK,2016-01-09 13:36,6.00,3.00,81.07,9.20,0.00,null
NYC,2016-01-09 13:51,5.60,2.20,78.74,11.50,0.00,null
LGA,2016-01-09 13:51,6.10,3.30,82.24,10.35,0.00,null
JFK,2016-01-09 13:51,6.10,3.30,82.24,12.65,0.00,null
JFK,2016-01-09 14:08,7.00,3.00,75.68,13.80,0.00,null
JFK,2016-01-09 14:51,7.80,3.90,76.35,10.35,0.00,null
LGA,2016-01-09 14:51,6.70,3.30,78.91,13.80,0.00,null
NYC,2016-01-09 14:51,6.70,2.80,76.16,9.20,0.00,null
NYC,2016-01-09 15:07,7.20,2.80,73.59,6.90,0.00,null
NYC,2016-01-09 15:16,6.70,2.80,76.16,6.90,0.00,null
JFK,2016-01-09 15:32,9.00,4.00,70.88,10.35,0.00,null
LGA,2016-01-09 15:51,7.20,3.90,79.54,13.80,0.00,null
NYC,2016-01-09 15:51,7.00,3.00,75.68,9.20,0.00,null
JFK,2016-01-09 15:51,10.00,5.00,71.07,10.35,0.00,null
LGA,2016-01-09 16:23,7.00,4.00,81.20,12.65,0.00,null
NYC,2016-01-09 16:26,7.80,2.80,70.64,9.20,0.00,null
LGA,2016-01-09 16:51,7.20,3.90,79.54,13.80,0.00,null
NYC,2016-01-09 16:51,7.80,2.80,70.64,4.60,0.00,null
JFK,2016-01-09 16:51,10.00,5.60,74.10,12.65,0.00,null
JFK,2016-01-09 17:51,11.10,5.60,68.86,13.80,0.25,null
LGA,2016-01-09 17:51,7.20,5.00,85.90,11.50,null,null
NYC,2016-01-09 17:51,7.80,4.40,79.07,5.75,null,null
LGA,2016-01-09 18:51,7.20,5.00,85.90,11.50,null,null
JFK,2016-01-09 18:51,11.70,5.60,66.17,11.50,0.00,null
NYC,2016-01-09 18:51,7.80,4.40,79.07,8.05,null,null
NYC,2016-01-09 19:00,7.80,3.90,76.35,10.35,0.00,null
NYC,2016-01-09 19:44,7.80,4.40,79.07,11.50,0.00,null
LGA,2016-01-09 19:51,7.80,5.00,82.45,13.80,0.00,null
JFK,2016-01-09 19:51,10.00,5.60,74.10,13.80,0.00,null
NYC,2016-01-09 19:51,7.80,3.90,76.35,9.20,0.00,null
JFK,2016-01-09 20:51,9.40,5.60,77.14,9.20,0.00,null
LGA,2016-01-09 20:51,7.20,5.00,85.90,14.95,0.00,null
NYC,2016-01-09 20:51,7.20,3.90,79.54,8.05,0.00,null
JFK,2016-01-09 21:43,9.00,6.00,81.47,14.95,0.00,null
JFK,2016-01-09 21:51,8.90,6.10,82.59,14.95,0.00,20.70
LGA,2016-01-09 21:51,7.80,5.00,82.45,9.20,0.00,null
NYC,2016-01-09 21:51,7.20,4.40,82.38,8.05,0.00,null
JFK,2016-01-09 22:43,9.00,6.00,81.47,13.80,0.00,null
NYC,2016-01-09 22:51,7.80,4.40,79.07,5.75,0.00,null
LGA,2016-01-09 22:51,7.20,5.00,85.90,9.20,0.00,null
JFK,2016-01-09 22:51,8.90,6.10,82.59,13.80,0.00,null
NYC,2016-01-09 23:01,7.80,4.40,79.07,5.75,0.00,null
JFK,2016-01-09 23:04,9.00,6.00,81.47,12.65,0.00,null
LGA,2016-01-09 23:30,8.00,5.00,81.34,5.75,0.00,null
NYC,2016-01-09 23:51,7.80,4.40,79.07,6.90,0.00,null
JFK,2016-01-09 23:51,8.90,6.10,82.59,11.50,0.00,null
LGA,2016-01-09 23:51,7.80,5.00,82.45,8.05,0.00,null
JFK,2016-01-10 00:07,9.00,6.00,81.47,11.50,0.00,null
NYC,2016-01-10 00:26,8.30,4.40,76.43,6.90,0.00,null
JFK,2016-01-10 00:51,8.90,6.10,82.59,9.20,0.00,null
NYC,2016-01-10 00:51,8.30,4.40,76.43,10.35,0.00,null
LGA,2016-01-10 00:51,8.30,5.00,79.70,8.05,0.00,null
LGA,2016-01-10 01:05,8.00,5.00,81.34,6.90,0.00,null
JFK,2016-01-10 01:51,9.40,6.70,83.23,13.80,0.00,null
NYC,2016-01-10 01:51,7.80,4.40,79.07,5.75,0.00,null
LGA,2016-01-10 01:51,7.80,5.00,82.45,5.75,null,null
JFK,2016-01-10 02:25,9.00,7.00,87.28,16.10,0.00,null
JFK,2016-01-10 02:51,9.40,7.20,86.13,14.95,0.00,null
NYC,2016-01-10 02:51,7.80,5.00,82.45,6.90,0.00,null
LGA,2016-01-10 02:51,7.80,5.60,85.97,10.35,null,null
LGA,2016-01-10 03:33,8.00,6.00,87.19,9.20,0.00,null
JFK,2016-01-10 03:51,9.40,7.80,89.73,14.95,null,23.00
NYC,2016-01-10 03:51,7.80,5.00,82.45,6.90,0.00,null
LGA,2016-01-10 03:51,7.80,5.60,85.97,10.35,0.00,null
NYC,2016-01-10 04:51,7.80,5.60,85.97,5.75,0.00,null
JFK,2016-01-10 04:51,10.00,7.80,86.19,19.55,0.25,null
LGA,2016-01-10 04:51,7.80,6.10,88.99,10.35,0.00,null
NYC,2016-01-10 05:51,7.80,5.60,85.97,10.35,0.00,null
JFK,2016-01-10 05:51,9.40,7.20,86.13,18.40,null,null
LGA,2016-01-10 05:51,7.80,6.10,88.99,10.35,null,null
JFK,2016-01-10 06:51,9.40,7.80,89.73,20.70,null,27.60
LGA,2016-01-10 06:51,7.80,6.10,88.99,13.80,null,null
NYC,2016-01-10 06:51,7.80,5.60,85.97,11.50,null,null
LGA,2016-01-10 07:51,7.80,6.10,88.99,17.25,0.00,null
NYC,2016-01-10 07:51,7.80,5.60,85.97,14.95,null,20.70
JFK,2016-01-10 07:51,10.00,7.80,86.19,20.70,0.00,25.30
NYC,2016-01-10 08:47,7.00,6.00,93.35,11.50,1.02,20.70
NYC,2016-01-10 08:51,7.20,5.60,89.56,10.35,1.27,18.40
LGA,2016-01-10 08:51,7.80,6.10,88.99,13.80,0.51,null
JFK,2016-01-10 08:51,10.00,8.90,92.87,18.40,1.27,28.75
NYC,2016-01-10 09:12,7.20,5.60,89.56,9.20,1.27,null
NYC,2016-01-10 09:39,7.20,5.60,89.56,13.80,3.56,21.85
NYC,2016-01-10 09:41,7.20,5.60,89.56,14.95,3.56,21.85
NYC,2016-01-10 09:51,7.20,5.60,89.56,17.25,5.08,25.30
JFK,2016-01-10 09:51,10.60,8.90,89.22,20.70,6.35,32.20
LGA,2016-01-10 09:51,7.80,6.10,88.99,18.40,4.32,null
LGA,2016-01-10 09:58,8.00,6.00,87.19,18.40,0.76,null
NYC,2016-01-10 10:02,7.20,5.60,89.56,17.25,1.78,23.00
LGA,2016-01-10 10:07,7.00,6.00,93.35,16.10,1.52,null
LGA,2016-01-10 10:22,8.00,6.00,87.19,19.55,3.56,null
NYC,2016-01-10 10:37,7.20,5.60,89.56,18.40,6.60,29.90
LGA,2016-01-10 10:41,8.00,6.00,87.19,21.85,5.08,null
NYC,2016-01-10 10:46,7.00,6.00,93.35,9.20,7.37,23.00
NYC,2016-01-10 10:51,7.20,5.60,89.56,11.50,8.13,21.85
JFK,2016-01-10 10:51,11.10,10.00,92.93,19.55,7.87,33.35
LGA,2016-01-10 10:51,7.80,6.70,92.75,16.10,6.10,null
LGA,2016-01-10 10:58,8.00,7.00,93.40,20.70,0.51,null
