station,valid,tmpc,dwpc,relh,sped,p01m,gust_mph
JFK,2016-02-18 22:51,1.10,-18.90,20.88,16.10,0.00,null
LGA,2016-02-18 22:51,1.10,-15.60,27.55,14.95,0.00,null
NYC,2016-02-18 22:51,0.60,-16.10,27.40,5.75,0.00,null
JFK,2016-02-18 23:51,0.60,-17.20,25.00,14.95,0.00,null
LGA,2016-02-18 23:51,0.60,-14.40,31.53,13.80,0.00,21.85
NYC,2016-02-18 23:51,0.00,-16.70,27.22,8.05,0.00,null
LGA,2016-02-19 00:51,0.00,-15.00,31.35,12.65,0.00,null
JFK,2016-02-19 00:51,-0.60,-17.80,25.93,14.95,0.00,null
NYC,2016-02-19 00:51,-0.60,-16.70,28.44,9.20,0.00,17.25
LGA,2016-02-19 01:51,-0.60,-14.40,34.40,11.50,0.00,null
JFK,2016-02-19 01:51,-1.10,-18.30,25.78,13.80,0.00,null
NYC,2016-02-19 01:51,-1.10,-16.70,29.50,5.75,0.00,null
LGA,2016-02-19 02:51,-1.10,-14.40,35.68,10.35,0.00,null
JFK,2016-02-19 02:51,-1.10,-17.80,26.89,14.95,0.00,null
NYC,2016-02-19 02:51,-1.70,-16.70,30.82,9.20,0.00,null
NYC,2016-02-19 03:51,-2.20,-16.70,31.98,11.50,0.00,18.40
JFK,2016-02-19 03:51,-2.20,-16.70,31.98,10.35,0.00,null
LGA,2016-02-19 03:51,-1.70,-14.40,37.29,6.90,0.00,null
NYC,2016-02-19 04:51,-2.20,-16.10,33.62,6.90,0.00,null
JFK,2016-02-19 04:51,-2.20,-15.60,35.05,10.35,0.00,null
LGA,2016-02-19 04:51,-2.20,-13.90,40.31,9.20,0.00,null
JFK,2016-02-19 05:51,-3.30,-14.40,41.98,11.50,0.00,null
NYC,2016-02-19 05:51,-2.80,-15.00,38.50,9.20,0.00,null
LGA,2016-02-19 05:51,-2.80,-13.90,42.14,11.50,0.00,18.40
JFK,2016-02-19 06:51,-3.30,-15.00,39.96,10.35,0.00,null
LGA,2016-02-19 06:51,-2.80,-13.30,44.25,6.90,0.00,null
NYC,2016-02-19 06:51,-3.30,-15.00,null,null,0.00,null
JFK,2016-02-19 07:51,-3.90,-14.40,43.91,6.90,0.00,null
NYC,2016-02-19 07:51,-3.90,-15.00,41.80,5.75,0.00,null
LGA,2016-02-19 07:51,-2.80,-13.30,44.25,10.35,0.00,null
JFK,2016-02-19 08:51,-4.40,-13.90,47.49,5.75,0.00,null
LGA,2016-02-19 08:51,-3.30,-13.30,45.93,9.20,0.00,null
NYC,2016-02-19 08:51,-3.90,-13.90,45.74,3.45,0.00,null
LGA,2016-02-19 09:51,-3.30,-13.30,45.93,8.05,0.00,null
JFK,2016-02-19 09:51,-4.40,-13.90,47.49,5.75,0.00,null
NYC,2016-02-19 09:51,-4.40,-14.40,45.59,4.60,0.00,null
JFK,2016-02-19 10:51,-4.40,-13.30,49.87,5.75,0.00,null
NYC,2016-02-19 10:51,-3.90,-14.40,43.91,5.75,0.00,null
LGA,2016-02-19 10:51,-3.90,-13.90,45.74,6.90,0.00,null
JFK,2016-02-19 11:51,-4.40,-12.80,51.93,6.90,0.00,null
NYC,2016-02-19 11:51,-3.90,-13.90,45.74,5.75,0.00,null
LGA,2016-02-19 11:51,-3.90,-13.30,48.03,4.60,0.00,null
JFK,2016-02-19 12:51,-2.80,-13.90,42.14,8.05,0.00,null
LGA,2016-02-19 12:51,-2.80,-14.40,40.45,6.90,0.00,null
NYC,2016-02-19 12:51,-2.80,-16.10,35.15,4.60,0.00,null
NYC,2016-02-19 13:51,-1.70,-15.60,33.78,3.45,0.00,null
LGA,2016-02-19 13:51,-2.80,-13.90,42.14,3.45,0.00,null
JFK,2016-02-19 13:51,-1.10,-14.40,35.68,4.60,0.00,null
LGA,2016-02-19 14:51,-1.70,-13.30,40.79,3.45,0.00,null
NYC,2016-02-19 14:51,-0.60,-14.40,34.40,5.75,0.00,null
JFK,2016-02-19 14:51,0.00,-13.90,34.31,0.00,0.00,null
LGA,2016-02-19 15:51,-1.10,-11.10,46.59,5.75,0.00,null
JFK,2016-02-19 15:51,0.00,-12.80,37.52,0.00,0.00,null
NYC,2016-02-19 15:51,0.00,-13.30,36.03,0.00,0.00,null
JFK,2016-02-19 16:51,0.60,-11.70,39.25,5.75,0.00,null
LGA,2016-02-19 16:51,1.70,-11.10,38.04,3.45,0.00,null
NYC,2016-02-19 16:51,1.70,-12.80,33.19,0.00,0.00,null
JFK,2016-02-19 17:51,0.60,-9.40,47.10,6.90,0.00,null
LGA,2016-02-19 17:51,2.20,-13.30,30.76,8.05,0.00,null
NYC,2016-02-19 17:51,2.20,-13.30,30.76,5.75,0.00,null
NYC,2016-02-19 18:51,1.70,-13.30,31.87,9.20,0.00,null
JFK,2016-02-19 18:51,1.10,-7.80,51.47,8.05,0.00,null
LGA,2016-02-19 18:51,2.20,-10.60,38.20,10.35,0.00,null
LGA,2016-02-19 19:51,2.20,-10.60,38.20,8.05,0.00,null
NYC,2016-02-19 19:51,1.70,-10.60,39.58,9.20,0.00,null
JFK,2016-02-19 19:51,1.70,-7.80,49.30,8.05,0.00,null
NYC,2016-02-19 20:51,1.70,-7.80,49.30,0.00,0.00,null
LGA,2016-02-19 20:51,1.70,-7.20,51.64,12.65,0.00,null
JFK,2016-02-19 20:51,1.70,-6.10,56.18,13.80,0.00,null
JFK,2016-02-19 21:51,1.70,-5.00,61.08,11.50,0.00,null
LGA,2016-02-19 21:51,1.10,-5.60,60.93,12.65,0.00,null
NYC,2016-02-19 21:51,1.10,-6.10,58.66,9.20,0.00,17.25
LGA,2016-02-19 22:51,1.70,-3.90,66.36,12.65,0.00,null
NYC,2016-02-19 22:51,1.70,-4.40,63.91,3.45,0.00,19.55
JFK,2016-02-19 22:51,2.20,-3.90,64.03,9.20,0.00,null
LGA,2016-02-19 23:05,2.00,-4.00,64.46,11.50,0.00,null
JFK,2016-02-19 23:16,3.00,-3.00,64.70,17.25,0.00,null
LGA,2016-02-19 23:48,3.00,-3.00,64.70,11.50,0.00,17.25
NYC,2016-02-19 23:51,2.20,-3.90,64.03,9.20,0.00,null
JFK,2016-02-19 23:51,3.30,-3.30,61.94,19.55,0.00,null
LGA,2016-02-19 23:51,2.80,-3.30,64.17,14.95,0.00,18.40
JFK,2016-02-20 00:02,3.00,-3.00,64.70,12.65,0.00,25.30
LGA,2016-02-20 00:20,3.00,-3.00,64.70,11.50,0.00,19.55
NYC,2016-02-20 00:51,2.80,-2.80,66.60,5.75,0.00,null
LGA,2016-02-20 00:51,3.30,-2.20,67.21,13.80,0.00,21.85
JFK,2016-02-20 00:51,3.30,-2.20,67.21,19.55,0.00,null
LGA,2016-02-20 01:51,3.90,-1.70,66.85,13.80,0.00,19.55
JFK,2016-02-20 01:51,3.90,-1.10,69.86,14.95,0.00,null
NYC,2016-02-20 01:51,3.30,-2.20,67.21,0.00,0.00,null
JFK,2016-02-20 02:51,4.40,0.60,76.32,19.55,0.00,null
NYC,2016-02-20 02:51,3.30,-2.20,67.21,11.50,0.00,19.55
LGA,2016-02-20 02:51,3.90,-1.10,69.86,9.20,0.00,19.55
NYC,2016-02-20 03:00,3.30,-1.70,69.73,4.60,0.00,16.10
LGA,2016-02-20 03:05,4.00,-1.00,69.88,13.80,0.00,18.40
NYC,2016-02-20 03:10,3.30,-1.70,69.73,3.45,0.00,null
LGA,2016-02-20 03:25,4.00,-1.00,69.88,9.20,0.00,18.40
NYC,2016-02-20 03:51,3.90,-1.70,66.85,4.60,0.00,null
JFK,2016-02-20 03:51,5.00,1.70,79.21,14.95,0.00,null
LGA,2016-02-20 03:51,4.40,-0.60,69.96,9.20,0.00,null
NYC,2016-02-20 04:37,3.90,-1.10,69.86,9.20,0.00,null
LGA,2016-02-20 04:49,4.00,0.00,75.16,12.65,0.00,null
JFK,2016-02-20 04:51,5.00,2.20,82.09,12.65,0.00,null
NYC,2016-02-20 04:51,3.90,-1.10,null,null,0.00,null
LGA,2016-02-20 04:51,4.40,0.00,73.08,12.65,0.00,null
JFK,2016-02-20 05:51,5.00,2.80,85.67,14.95,0.00,null
NYC,2016-02-20 05:51,4.40,-0.60,69.96,9.20,0.00,20.70
LGA,2016-02-20 05:51,4.40,0.60,76.32,11.50,0.00,null
JFK,2016-02-20 06:51,5.60,2.80,82.17,17.25,0.00,null
LGA,2016-02-20 06:51,5.00,1.10,75.88,14.95,0.00,20.70
NYC,2016-02-20 06:51,5.00,-0.60,67.09,9.20,0.00,null
LGA,2016-02-20 07:51,5.60,1.10,72.78,13.80,0.00,null
JFK,2016-02-20 07:51,5.60,2.20,78.74,20.70,0.00,null
NYC,2016-02-20 07:51,5.00,-0.60,67.09,8.05,0.00,null
NYC,2016-02-20 08:51,6.10,-2.20,55.27,5.75,0.00,null
JFK,2016-02-20 08:51,5.60,1.70,75.98,19.55,0.00,null
LGA,2016-02-20 08:51,5.60,0.60,70.20,9.20,0.00,null
NYC,2016-02-20 09:51,6.10,-2.80,52.87,6.90,0.00,null
LGA,2016-02-20 09:51,6.10,-1.10,59.93,4.60,0.00,null
JFK,2016-02-20 09:51,5.60,1.10,72.78,18.40,0.00,null
JFK,2016-02-20 10:51,5.00,1.10,75.88,12.65,0.00,null
NYC,2016-02-20 10:51,6.10,-3.30,50.94,5.75,0.00,24.15
LGA,2016-02-20 10:51,6.70,-2.20,53.03,10.35,0.00,null
JFK,2016-02-20 11:51,5.60,0.00,67.22,8.05,0.00,null
LGA,2016-02-20 11:51,6.70,-2.80,50.73,8.05,0.00,null
NYC,2016-02-20 11:51,6.10,-3.30,null,null,0.00,null
NYC,2016-02-20 12:51,6.70,-3.30,48.87,5.75,0.00,16.10
LGA,2016-02-20 12:51,7.20,-2.20,51.24,8.05,0.00,null
JFK,2016-02-20 12:51,6.10,-0.60,62.16,12.65,0.00,null
LGA,2016-02-20 13:51,8.30,-2.20,47.54,6.90,0.00,null
NYC,2016-02-20 13:51,7.20,-3.30,47.23,8.05,0.00,20.70
JFK,2016-02-20 13:51,8.30,-1.70,49.33,17.25,0.00,null
JFK,2016-02-20 14:51,10.00,-1.10,45.97,18.40,0.00,null
NYC,2016-02-20 14:51,9.40,-2.20,44.14,6.90,0.00,null
LGA,2016-02-20 14:51,10.60,-1.10,44.16,11.50,0.00,17.25
NYC,2016-02-20 15:51,11.10,-1.70,40.88,0.00,0.00,null
LGA,2016-02-20 15:51,11.70,-0.60,42.58,8.05,0.00,null
JFK,2016-02-20 15:51,11.10,-0.60,44.31,13.80,0.00,null
JFK,2016-02-20 16:51,11.70,0.00,44.48,14.95,0.00,null
NYC,2016-02-20 16:51,12.80,-1.10,38.19,5.75,0.00,null
LGA,2016-02-20 16:51,12.80,-0.60,39.61,13.80,0.00,null
LGA,2016-02-20 17:51,13.90,0.00,38.51,11.50,0.00,null
JFK,2016-02-20 17:51,12.80,0.60,43.21,17.25,0.00,23.00
NYC,2016-02-20 17:51,13.90,-1.10,35.54,8.05,0.00,null
NYC,2016-02-20 18:51,14.40,0.00,37.28,5.75,0.00,24.15
LGA,2016-02-20 18:51,15.00,0.60,37.46,12.65,0.00,20.70
JFK,2016-02-20 18:51,12.80,1.10,44.80,18.40,0.00,null
LGA,2016-02-20 19:51,16.10,1.10,36.19,13.80,0.00,20.70
JFK,2016-02-20 19:51,13.90,1.10,41.70,12.65,0.00,null
NYC,2016-02-20 19:51,16.10,0.00,33.42,11.50,0.00,20.70
JFK,2016-02-20 20:51,14.40,1.10,40.37,16.10,0.00,null
NYC,2016-02-20 20:51,16.10,0.00,33.42,9.20,0.00,null
LGA,2016-02-20 20:51,16.10,0.60,34.91,17.25,0.00,null
JFK,2016-02-20 21:51,12.80,1.10,44.80,14.95,0.00,null
NYC,2016-02-20 21:51,15.60,0.00,34.51,5.75,0.00,null
LGA,2016-02-20 21:51,16.10,0.60,34.91,12.65,0.00,18.40
JFK,2016-02-20 22:51,11.10,0.60,48.34,11.50,0.00,null
LGA,2016-02-20 22:51,15.60,0.00,34.51,13.80,0.00,20.70
NYC,2016-02-20 22:51,15.00,-0.60,34.34,10.35,0.00,20.70
LGA,2016-02-20 23:51,14.40,0.00,37.28,9.20,0.00,null
JFK,2016-02-20 23:51,8.30,0.60,58.33,0.00,0.00,null
NYC,2016-02-20 23:51,14.40,-1.10,34.41,5.75,0.00,null
JFK,2016-02-21 00:51,8.30,2.20,65.43,11.50,0.00,null
LGA,2016-02-21 00:51,14.40,0.00,37.28,13.80,0.00,null
NYC,2016-02-21 00:51,13.90,-0.60,36.87,9.20,0.00,17.25
JFK,2016-02-21 01:51,10.00,2.20,58.34,14.95,0.00,20.70
NYC,2016-02-21 01:51,12.80,0.60,43.21,8.05,0.00,23.00
LGA,2016-02-21 01:51,13.30,1.10,43.36,13.80,0.00,21.85
LGA,2016-02-21 02:51,12.80,2.20,48.47,14.95,0.00,25.30
JFK,2016-02-21 02:51,9.40,1.70,58.61,10.35,0.00,null
NYC,2016-02-21 02:51,12.20,1.70,null,null,0.00,null
JFK,2016-02-21 03:51,8.30,2.20,65.43,5.75,0.00,null
LGA,2016-02-21 03:51,12.20,2.20,50.42,14.95,0.00,24.15
NYC,2016-02-21 03:51,12.20,1.70,null,null,0.00,null
JFK,2016-02-21 04:51,8.30,2.20,65.43,8.05,0.00,null
NYC,2016-02-21 04:51,12.20,1.70,48.65,10.35,0.00,23.00
LGA,2016-02-21 04:51,12.20,2.80,52.61,14.95,0.00,21.85
NYC,2016-02-21 05:51,12.20,2.20,50.42,8.05,0.00,null
JFK,2016-02-21 05:51,7.80,2.20,67.69,9.20,0.00,null
LGA,2016-02-21 05:51,12.20,2.80,52.61,17.25,0.00,24.15
NYC,2016-02-21 06:51,11.10,1.70,52.32,4.60,0.00,null
JFK,2016-02-21 06:51,9.40,2.80,63.39,9.20,0.00,null
LGA,2016-02-21 06:51,12.80,2.20,48.47,13.80,0.00,null
NYC,2016-02-21 07:51,11.10,1.10,50.11,8.05,0.00,null
JFK,2016-02-21 07:51,5.60,1.70,75.98,6.90,0.00,null
LGA,2016-02-21 07:51,13.30,1.10,43.36,11.50,0.00,19.55
LGA,2016-02-21 08:51,9.40,1.70,58.61,6.90,0.00,null
NYC,2016-02-21 08:51,10.00,1.10,53.92,5.75,0.00,null
JFK,2016-02-21 08:51,5.60,1.70,75.98,6.90,0.00,null
LGA,2016-02-21 09:51,9.40,1.10,56.14,3.45,0.00,null
JFK,2016-02-21 09:51,8.90,2.80,65.56,8.05,0.00,null
NYC,2016-02-21 09:51,10.00,0.60,52.02,0.00,0.00,null
NYC,2016-02-21 10:51,10.60,-0.60,45.81,5.75,0.00,null
JFK,2016-02-21 10:51,4.40,1.10,79.12,6.90,0.00,null
LGA,2016-02-21 10:51,9.40,0.60,54.15,6.90,0.00,null
NYC,2016-02-21 11:51,10.00,-0.60,47.68,4.60,0.00,null
LGA,2016-02-21 11:51,9.40,0.60,54.15,6.90,0.00,null
JFK,2016-02-21 11:51,6.70,2.20,72.98,4.60,0.00,null
JFK,2016-02-21 12:51,7.20,2.20,70.52,8.05,0.00,null
LGA,2016-02-21 12:51,11.10,0.00,46.28,12.65,0.00,null
NYC,2016-02-21 12:51,10.60,-0.60,45.81,5.75,0.00,null
NYC,2016-02-21 13:51,10.60,-0.60,45.81,0.00,0.00,null
JFK,2016-02-21 13:51,11.10,2.20,54.22,5.75,0.00,null
LGA,2016-02-21 13:51,10.60,0.00,47.85,8.05,0.00,null
LGA,2016-02-21 14:51,10.00,0.60,52.02,10.35,0.00,null
NYC,2016-02-21 14:51,11.10,-0.60,44.31,9.20,0.00,null
JFK,2016-02-21 14:51,12.80,0.00,41.38,11.50,0.00,null
NYC,2016-02-21 15:51,11.70,-1.10,41.05,3.45,0.00,null
LGA,2016-02-21 15:51,11.10,0.00,46.28,11.50,0.00,null
JFK,2016-02-21 15:51,13.30,-0.60,38.34,12.65,0.00,null
JFK,2016-02-21 16:51,13.30,-0.60,38.34,6.90,0.00,null
NYC,2016-02-21 16:51,11.70,-1.70,39.28,6.90,0.00,null
LGA,2016-02-21 16:51,11.10,-0.60,44.31,12.65,0.00,null
JFK,2016-02-21 17:51,13.30,-1.10,36.96,8.05,0.00,null
LGA,2016-02-21 17:51,11.10,-0.60,44.31,8.05,0.00,null
NYC,2016-02-21 17:51,11.70,-2.20,37.86,5.75,0.00,null
JFK,2016-02-21 18:51,13.30,-1.10,36.96,12.65,0.00,null
NYC,2016-02-21 18:51,12.20,-1.70,38.01,6.90,0.00,null
LGA,2016-02-21 18:51,11.70,-0.60,42.58,6.90,0.00,null
LGA,2016-02-21 19:51,12.20,-0.60,41.20,0.00,0.00,null
JFK,2016-02-21 19:51,13.30,-1.10,36.96,4.60,0.00,null
NYC,2016-02-21 19:51,12.80,-1.70,36.54,0.00,0.00,null
LGA,2016-02-21 20:51,12.20,-1.10,39.72,4.60,0.00,null
NYC,2016-02-21 20:51,12.20,-1.70,38.01,0.00,0.00,null
JFK,2016-02-21 20:51,12.80,-1.10,38.19,0.00,0.00,null
LGA,2016-02-21 21:51,12.80,-1.10,38.19,3.45,0.00,null
NYC,2016-02-21 21:51,12.20,-1.10,39.72,0.00,0.00,null
JFK,2016-02-21 21:51,10.60,1.10,51.81,3.45,0.00,null
NYC,2016-02-21 22:51,11.70,-1.10,41.05,0.00,0.00,null
JFK,2016-02-21 22:51,10.00,1.10,53.92,6.90,0.00,null
LGA,2016-02-21 22:51,11.70,-0.60,42.58,5.75,0.00,null
NYC,2016-02-21 23:51,10.00,1.10,53.92,5.75,0.25,null
LGA,2016-02-21 23:51,11.70,0.60,46.46,5.75,0.51,null
JFK,2016-02-21 23:51,10.00,1.10,53.92,0.00,null,null
LGA,2016-02-22 00:51,10.60,1.10,51.81,5.75,null,null
JFK,2016-02-22 00:51,9.40,2.20,60.74,4.60,0.51,null
NYC,2016-02-22 00:51,10.60,1.10,51.81,5.75,null,null
LGA,2016-02-22 01:51,9.40,2.20,60.74,6.90,null,null
JFK,2016-02-22 01:51,8.90,5.00,76.53,6.90,0.76,null
NYC,2016-02-22 01:51,9.40,2.20,60.74,5.75,null,null
NYC,2016-02-22 02:51,8.30,2.20,65.43,5.75,0.51,null
LGA,2016-02-22 02:51,7.20,3.30,76.25,9.20,0.51,null
JFK,2016-02-22 02:51,8.90,5.60,79.79,6.90,0.51,null
JFK,2016-02-22 03:51,7.20,3.90,79.54,10.35,0.25,null
NYC,2016-02-22 03:51,7.80,1.10,62.56,8.05,null,null
LGA,2016-02-22 03:51,6.10,2.20,76.06,9.20,0.25,null
LGA,2016-02-22 04:51,6.10,2.20,76.06,10.35,0.00,null
NYC,2016-02-22 04:51,7.20,-0.60,57.63,10.35,0.00,18.40
JFK,2016-02-22 04:51,6.70,3.90,82.31,11.50,null,null
NYC,2016-02-22 05:51,6.70,-0.60,59.64,10.35,0.00,17.25
LGA,2016-02-22 05:51,6.70,0.00,62.30,11.50,0.00,null
JFK,2016-02-22 05:51,6.10,2.80,79.38,11.50,0.00,null
LGA,2016-02-22 06:51,6.10,-0.60,62.16,10.35,0.00,null
JFK,2016-02-22 06:51,5.60,1.70,75.98,8.05,0.00,null
NYC,2016-02-22 06:51,6.10,-1.70,57.35,8.05,0.00,null
NYC,2016-02-22 07:51,5.60,-3.30,52.73,6.90,0.00,null
LGA,2016-02-22 07:51,5.60,-2.20,57.22,9.20,0.00,null
JFK,2016-02-22 07:51,5.60,0.00,67.22,10.35,0.00,null
LGA,2016-02-22 08:51,5.00,-2.80,57.06,9.20,0.00,null
NYC,2016-02-22 08:51,4.40,-3.90,54.81,6.90,0.00,null
JFK,2016-02-22 08:51,3.90,-1.10,69.86,8.05,0.00,null
JFK,2016-02-22 09:51,3.90,-1.70,66.85,9.20,0.00,null
LGA,2016-02-22 09:51,4.40,-2.20,62.21,9.20,0.00,null
NYC,2016-02-22 09:51,4.40,-3.90,54.81,3.45,0.00,null
LGA,2016-02-22 10:51,4.40,-2.20,62.21,8.05,0.00,null
JFK,2016-02-22 10:51,3.90,-1.70,66.85,12.65,0.00,null
NYC,2016-02-22 10:51,3.90,-3.30,59.37,6.90,0.00,null
LGA,2016-02-22 11:51,4.40,-2.80,59.50,9.20,0.00,null
NYC,2016-02-22 11:51,3.30,-3.30,61.94,3.45,0.00,null
JFK,2016-02-22 11:51,3.30,-2.20,67.21,6.90,0.00,null
LGA,2016-02-22 12:51,5.00,-2.80,57.06,10.35,0.00,null
NYC,2016-02-22 12:51,4.40,-3.90,54.81,8.05,0.00,null
JFK,2016-02-22 12:51,5.00,-1.70,61.89,11.50,0.00,null
LGA,2016-02-22 13:51,6.10,-2.80,52.87,6.90,0.00,null
NYC,2016-02-22 13:51,5.60,-3.30,52.73,5.75,0.00,null
JFK,2016-02-22 13:51,6.70,-1.70,55.02,10.35,0.00,null
LGA,2016-02-22 14:51,6.70,-2.80,50.73,8.05,0.00,null
NYC,2016-02-22 14:51,6.10,-3.30,50.94,4.60,0.00,null
JFK,2016-02-22 14:51,7.80,-3.30,45.33,12.65,0.00,null
NYC,2016-02-22 15:51,6.70,-3.90,46.73,4.60,0.00,null
LGA,2016-02-22 15:51,7.80,-2.80,47.05,4.60,0.00,null
JFK,2016-02-22 15:51,8.30,-3.30,43.81,4.60,0.00,null
LGA,2016-02-22 16:51,8.90,-2.80,43.67,0.00,0.00,null
NYC,2016-02-22 16:51,8.30,-3.90,41.89,0.00,0.00,null
JFK,2016-02-22 16:51,9.40,-3.30,40.68,0.00,0.00,null
LGA,2016-02-22 17:51,10.00,-2.80,40.55,4.60,0.00,null
JFK,2016-02-22 17:51,10.00,-5.00,34.39,0.00,0.00,null
NYC,2016-02-22 17:51,9.40,-4.40,37.46,0.00,0.00,null
JFK,2016-02-22 18:02,9.00,-2.00,46.02,10.35,0.00,null
LGA,2016-02-22 18:51,10.60,-4.40,34.57,6.90,0.00,null
NYC,2016-02-22 18:51,10.60,-5.60,null,null,0.00,null
JFK,2016-02-22 18:51,9.40,-3.30,40.68,5.75,0.00,null
NYC,2016-02-22 19:51,10.60,-5.00,33.04,0.00,0.00,null
LGA,2016-02-22 19:51,11.70,-3.90,33.36,0.00,0.00,null
JFK,2016-02-22 19:51,8.90,-2.20,45.65,11.50,0.00,null
NYC,2016-02-22 20:51,11.10,-5.60,30.53,0.00,0.00,null
JFK,2016-02-22 20:51,8.30,-1.70,49.33,9.20,0.00,null
LGA,2016-02-22 20:51,11.70,-3.90,33.36,0.00,0.00,null
JFK,2016-02-22 21:51,8.30,-2.20,47.54,6.90,0.00,null
LGA,2016-02-22 21:51,10.60,-5.00,33.04,5.75,0.00,null
NYC,2016-02-22 21:51,10.60,-6.70,29.02,3.45,0.00,null
JFK,2016-02-22 22:51,6.10,-1.10,59.93,9.20,0.00,null
LGA,2016-02-22 22:51,9.40,-2.80,42.22,6.90,0.00,null
NYC,2016-02-22 22:51,9.40,-7.80,28.89,6.90,0.00,null
LGA,2016-02-22 23:51,6.70,-1.10,57.50,11.50,0.00,null
JFK,2016-02-22 23:51,5.00,0.60,73.19,8.05,0.00,null
NYC,2016-02-22 23:51,6.70,-1.70,55.02,4.60,0.00,null
JFK,2016-02-23 00:51,4.40,1.10,79.12,3.45,0.00,null
LGA,2016-02-23 00:51,6.70,-1.70,55.02,5.75,0.00,null
NYC,2016-02-23 00:51,6.70,-2.80,50.73,0.00,0.00,null
JFK,2016-02-23 01:51,4.40,1.10,79.12,0.00,0.00,null
LGA,2016-02-23 01:51,6.70,-1.10,57.50,5.75,0.00,null
NYC,2016-02-23 01:51,7.20,-4.40,43.49,4.60,0.00,null
NYC,2016-02-23 02:51,5.00,-3.30,54.97,8.05,0.00,null
JFK,2016-02-23 02:51,2.80,0.00,81.80,0.00,0.00,null
LGA,2016-02-23 02:51,5.00,0.00,70.08,10.35,0.00,null
JFK,2016-02-23 03:51,2.80,0.60,85.43,8.05,0.00,null
LGA,2016-02-23 03:51,4.40,-0.60,69.96,13.80,0.00,null
NYC,2016-02-23 03:51,5.00,-6.10,44.51,9.20,0.00,17.25
JFK,2016-02-23 04:51,3.90,-2.80,61.63,10.35,0.00,null
NYC,2016-02-23 04:51,3.90,-10.00,35.51,12.65,0.00,19.55
LGA,2016-02-23 04:51,3.30,-5.00,54.51,12.65,0.00,null
JFK,2016-02-23 05:51,3.30,-7.20,46.09,9.20,0.00,null
NYC,2016-02-23 05:51,3.30,-10.60,35.33,9.20,0.00,17.25
LGA,2016-02-23 05:51,3.30,-5.60,52.09,11.50,0.00,null
JFK,2016-02-23 06:51,2.80,-8.30,43.85,10.35,0.00,null
LGA,2016-02-23 06:51,2.80,-7.20,47.75,10.35,0.00,null
NYC,2016-02-23 06:51,2.80,-11.10,35.17,13.80,0.00,19.55
JFK,2016-02-23 07:51,2.80,-7.80,45.58,9.20,0.00,null
NYC,2016-02-23 07:51,2.20,-10.00,40.05,11.50,0.00,17.25
LGA,2016-02-23 07:51,2.80,-6.10,51.95,13.80,0.00,null
JFK,2016-02-23 08:51,2.20,-5.60,56.32,8.05,0.00,null
LGA,2016-02-23 08:51,2.20,-3.30,66.97,12.65,0.00,null
NYC,2016-02-23 08:51,2.20,-5.60,56.32,11.50,0.00,null
LGA,2016-02-23 09:51,2.20,-1.70,75.39,13.80,0.00,null
NYC,2016-02-23 09:51,2.20,-2.80,69.51,12.65,0.00,17.25
JFK,2016-02-23 09:51,2.80,-3.30,64.17,10.35,0.00,null
NYC,2016-02-23 10:51,2.80,-1.70,72.24,10.35,0.00,null
LGA,2016-02-23 10:51,2.80,-0.60,78.31,10.35,0.00,null
JFK,2016-02-23 10:51,2.80,-1.10,75.50,10.35,0.00,null
NYC,2016-02-23 11:03,2.80,-1.10,75.50,11.50,0.00,20.70
LGA,2016-02-23 11:12,3.00,0.00,80.65,12.65,0.00,null
NYC,2016-02-23 11:16,2.80,-0.60,78.31,8.05,0.00,18.40
LGA,2016-02-23 11:38,3.00,1.00,86.69,10.35,0.00,null
JFK,2016-02-23 11:51,3.90,1.10,81.95,12.65,0.00,null
NYC,2016-02-23 11:51,3.30,0.00,78.96,10.35,0.00,19.55
LGA,2016-02-23 11:51,3.30,1.10,85.49,10.35,0.00,null
NYC,2016-02-23 12:42,3.90,0.60,79.05,10.35,0.00,17.25
JFK,2016-02-23 12:51,5.60,1.70,75.98,19.55,0.00,24.15
NYC,2016-02-23 12:51,3.90,0.60,79.05,13.80,0.00,18.40
LGA,2016-02-23 12:51,3.90,1.10,81.95,13.80,0.00,null
NYC,2016-02-23 13:36,3.90,0.00,75.69,12.65,0.00,20.70
LGA,2016-02-23 13:40,4.00,1.00,80.79,13.80,0.00,null
NYC,2016-02-23 13:51,3.90,0.00,75.69,11.50,0.00,18.40
JFK,2016-02-23 13:51,5.60,0.60,70.20,17.25,0.00,25.30
LGA,2016-02-23 13:51,4.40,0.60,76.32,13.80,0.00,null
NYC,2016-02-23 14:51,3.90,-0.60,72.46,11.50,0.00,18.40
JFK,2016-02-23 14:51,5.60,-0.60,64.35,16.10,0.00,25.30
LGA,2016-02-23 14:51,4.40,0.00,73.08,16.10,0.00,null
JFK,2016-02-23 15:51,6.10,-0.60,62.16,12.65,0.00,28.75
NYC,2016-02-23 15:51,3.30,-1.70,69.73,13.80,0.00,25.30
LGA,2016-02-23 15:51,5.00,-0.60,67.09,17.25,0.00,null
NYC,2016-02-23 16:51,2.80,-1.10,75.50,13.80,0.00,24.15
LGA,2016-02-23 16:51,3.30,0.00,78.96,19.55,null,null
JFK,2016-02-23 16:51,5.00,1.70,79.21,19.55,0.25,28.75
NYC,2016-02-23 17:51,2.80,0.00,81.80,13.80,0.25,21.85
LGA,2016-02-23 17:51,2.80,0.60,85.43,20.70,0.25,null
JFK,2016-02-23 17:51,5.00,2.20,82.09,18.40,0.76,24.15
